year,episode_number,title,airdate,rating,total_votes,desc
2004,11,Inbou o abake! Kaizoku shitsuji Kyaputen Kuro,26 Jan. 2000,7.3,(941),"After learning of Captain Kuro's evil plan, Usopp runs back to the village to warn Kaya, only to find that after all his years of lying no one believes him."
2004,12,Gekitotsu! Kuroneko kaizokudan sakamichi no daikoubou!,2 Feb. 2000,7.6,(925),"The Black Cat Pirates lead by Jango will do their move at dawn. In order to protect the village from mayhem, the south coast slope will need to be blocked off. So according to Usopp, the south slope is the only way to the village. His plan is to cover it with oil and attack the pirate with surprise. But by the time it was morning, Nami heard voices coming from the other side of the island. She was curious if this was the only entrance to the village. Then Usopp realized that there's another slope like this one at the north coast. Usopp dashed to the north coast while ..."
2004,13,Kyoufu no futarigumi! Nyâban kyoudai vs Zoro,9 Feb. 2000,7.6,(903),"The Straw Hat Pirates take out most of the Black Cat Pirates, so Jango orders the Nyaban Brothers to attack. Meanwhile, after getting hypnotized by Jango, Luffy gets himself stuck under the collapsed mast of the Black Cat Pirates' ship."
2004,14,Rufi fukkatsu! Kaya ojousama no kesshi no taikou,16 Feb. 2000,7.6,(880),"Captain Kuro arrives at the scene, and with Zoro too injured to fight, Luffy being incapacitated, and the other two being too weak to handle him, things seem hopeless. However, Kaya herself appears to bargain with Kuro."
2004,15,Kuro o taose! Otoko Usoppu namida no ketsui!,23 Feb. 2000,7.4,(876),Zoro and Buchi face off once again as Luffy and Kuro begin their fight.
2004,176,Giant Jack o Nobore!! Jouzou Iseki no Shitou,11 Jan. 2004,7.9,(475),"Nami and Aisa arrive to the Upper Ruins when escaping from the python, where the fight between Zoro, Gan Fall, Ohm and Wiper continues. Zoro finds Chopper, and goes mad. Gan Fall saves Nami and Aisa from Wiper's rage."
2004,177,Tetsu no Shiren no Shinkoccyou! Shiruibara Death Match!!,18 Jan. 2004,7.9,(473),"Laki climbs to the Upper Ruins and meets Wiper. Enel appears and attacks her, then leaves. Nami, Gan Fall, Pierre and Aisa meet Luffy. Zoro tries to kill the python bur Ohm interferes."
2004,178,Hotobashiru Zangeki! Zoro VS Shinkan Ohm!!,25 Jan. 2004,8.3,(737),Fight between Zoro and Ohm continues while Luffy and Nami are still inside the python. Enel meets Robin in the Lower Ruins. One of the Gan Fall Guardians scape and makes it to the beach where Conis and Pagaya are treating Sanji and Usopp.
2004,179,Kuzure Yuku Jousou Iseki! Finale e no Quintet!!,1 Feb. 2004,8.1,(492),"Nami and Gan Fall come out of the python, which is rapidly terminated by Enel. The Survival Game's finale is approaching and there are still six survivors. Luffy and Aisa remain caught."
2004,180,Kodai Iseki no Taiketsu! God Enel no Mokuteki!!,8 Feb. 2004,8.9,"(1,491)","Enel reveals his intentions of returning to his birth land, Fairy Vearth. The 6th survivor is defeated and Enel invites the winners to come with him. Robin and Zoro face the strength of the God, but Wiper has a final strategy."
2004,181,Fairy Vearth e no Yabou Hakobune Maxim!!,15 Feb. 2004,8.1,(490),"Enel's fierce is unleashed when the survivors try to resist him. Nami goes with Enel to Fairy Vearth so he takes her to the Maxim. Luffy, Aisa and Pierre come out of the python and find the beaten crew. Robin warns Luffy about Enel's intentions."
2004,182,Tsuini Gekitotsu! Kaizoku Luffy VS God Enel!!,22 Feb. 2004,9.0,"(1,528)",Conis arrives to Angel Island and prevents the people from Enel's plan. McKinley backs her and together they organize the exodus. Aisa guides Luffy to the cave where Enel and Nami are hidden. The battle begins.
2004,183,Maxim Fujou! Ugoki Hajimeta Deathpiea!!,29 Feb. 2004,9.0,"(1,508)",Enel prepares his final attack towards Angel Island. The people is gathering into the ships but some citizens decide to go to the shandian village and warn them. Luffy must overcome Enel's ability of Mantra.
2004,184,Luffy Rakka! Kami no Sabaki to Nami no Nozomi!!,7 Mar. 2004,8.0,(468),Luffy is trapped by a giant gold ball and falls from the Maxim ship. The shandians are informed about the danger. Sanji and Usopp leave the Going Merry to save Nami.
2004,185,Mezameta Futari! Moeru Koi no Kyuushutsu Zensen,14 Mar. 2004,8.6,"(1,081)","Sanji and Usopp prepare a plan to save Nami. Aisa and Pierre find Luffy and try to help him get rid of the golden ball. Meanwhile, in the Angel Island, people is rushing towards Cloud End."
2004,186,Zetsubou e no Capriccio Semaei Kuru Sora Shima no Shoumetsu!!,21 Mar. 2004,7.8,(449),The attack of Deathpeia begins while the Straw Hat Crew is gathering again at the foot of the Giant Jack. Thunders strike Angel Island. Luffy raises once more and runs to stop Enel.
2004,187,Kane no Ne no Michibiki! Daisenshi to Tankenka no Monogatari,28 Mar. 2004,7.7,(457),A flashback from Wyper about the history of Calgara and Norland. How Norland and his crew came to Calgara's village and saved the village from the epidemic.
2004,188,Jubaku kara no Kaihou! Daisenshi ga Nagashita Namida!!,28 Mar. 2004,7.8,(458),"Norland and Calgara became best buddies, however, when the time almost came for Norland to go back to his kingdom, suddenly the villagers hate them."
2004,189,Eien no Shinyuu! Oo-unabari ni Hibikuchikai no Kane!!,7 Apr. 2004,9.0,"(1,524)","Not long before Norland sails away, the misunderstanding between them is explained and resolved. Calgara promises Norland that he will keep ringing the bell so that Norland will find his way again to their island, while Norland promises Calgara that he will go back with his king."
2004,190,Angel-tou Shoumetsu! Raigou Kourin no Kyoufu!!,25 Apr. 2004,8.0,(453),"Wiper finds out from Niko Robin that Montblanc Noland has a descendant that is searching for the City of Gold, and that that is the reason why Luffy wants to ring the Golden Bell."
2004,191,Giant Jack o Taose! Dasshutsu e no Saigo no Nozomi,2 May 2004,8.1,(458),"Nami comes out with a good plan so that she and Luffy can reach Enel, by knocking down the Giant Jack. Zoro cuts the stalk, but Enel attacks him before he can cuts the stalk once more. Robin tells Wyper that Luffy wants to ring the bell so that the descendant of Norland far below will hear it. Wyper then uses Reject to knock down Giant Jack."
2004,192,Kami no Kune no Kiseki! Tenshi no Todoita Love Song,9 May 2004,9.2,"(1,672)","Luffy manages to ring the golden bell by smashing Enel to it, and the sound of the bell is heard through the Skypea, as well as the land in the Blue Sea."
2004,193,Tatakai no Shuuen! Tooku Hibiku Hokori Takaki Fantasia,23 May 2004,7.9,(462),"Hearing the sound of the Golden Bell, Montblanc Cricket and Masira brothers realize that all this time the Gold City is up in the sky. Meanwhile, Sky People (both Shandian and Skypiean) move to the Upper Yard since their homes are destroyed by Enel and celebrate the end of the 400-years-old war between them."
2004,194,Ware Koko ni Itaru! Poneglyphs ga Tsumugu Mono,6 Jun. 2004,7.9,(442),Robin notices the way to discover Rio Poneglyph after deciphering the Poneglyph on the Golden Bell. She also notices that Gol D. Roger wrote the Poneglyph and had discovered the Rio Poneglyph.
2004,195,Iza Seikai e!! Omoi ga Orinasu Saishuu Gakushou,13 Jun. 2004,7.7,(439),"It's time for Straw Hat crew to continues their journey and goes back to Blue Sea. The Golden Bell rings once again when they leave, as a parting gift and gratitude from Sky People. However, Straw Hat crew gets into a trouble when they land safely in Blue Sea."
2004,196,Hijoujitai Hatsurei! Akumei Takaki Kaisokusen Sennyuu!,20 Jun. 2004,7.1,(389),"Things get a little messy at G-8 Marine base when a mysterious ship falls from the sky. Recognition ships are sent instantly. Meanwhile, the Straw Hat Crew has split and everyone is trying to understand the situation."
2004,197,Ryourinin Sanji! Kaigun Shokudou de Shinka Hakki!,4 Jul. 2004,7.3,(380),Sanji and Luffy are thought to be the famous brother chefs arriving from Mariejois. The cooking competition starts and Sanji show his abilities while Luffy eats as much as he can. Zoro gets into trouble.
2004,198,Torawareru Zoro to Chopper Kinkyuu Shittou,11 Jul. 2004,7.1,(383),"Zoro is interrogated by the marines but they do not believe his answers. Chopper helps Dr Kobato with her fear to blood, and together they heal the seriously injured marines."
2004,199,Semaru Kaigun no Sousa mou! Torawareta Futari Me!,18 Jul. 2004,7.4,(385),Luffy and Sanji are discovered in the kitchen but they manage to escape. Usopp is caught by Drake and taken with Zoro. Robin kidnaps the General Inspector.
2004,200,Kesshi no Luffy to Sanji! Kyuushutsu Dai Sakusen!,8 Aug. 2004,7.5,(374),Luffy and Sanji make it to the prison where Usopp and Zoro are caught but they are trapped by the marines. Usopp gives Sanji his Dials in order to destroy the cell.
2004,201,Nekketsu Tokubetsu Butai Sansen! Bridge Koubousen!,5 Sep. 2004,7.3,(364),"Luffy, Usopp, Sanji and Zoro have to cross a huge bridge in order to get to dock 88. Marines are waiting and the battle begins. Dr Kobato helps Nami and Chopper to meet their friends."
2004,202,Houi Mou Toppa! Dakkan Going Merry Gou,12 Sep. 2004,7.3,(368),"Nami and Dr Kobato pretend to be hostages and the crew makes it to the Going Merry, which Kobato's father Mekao has just set free. Robin takes a map of the fortress and meets them later."
2004,203,Kieta Kaizokusen! Yousai Koubou Dai 2 Round,19 Sep. 2004,7.1,(372),Luffy breaks the main gate redirecting the marine's bombs but Nami realizes the treasure is gone so the crew goes back into the docks. They hide the Going Merry and prepare for the assault.
2004,204,Ougon Dakkan Sakusen to Waver Kaishuu Sakusen!,3 Oct. 2004,7.2,(362),"Nami and Sanji go after the Waver and Chopper takes care of the Going Merry. Meanwhile Luffy, Zoro, Usopp and Robin chase the treasure, but Vice Admiral Jonathan is expecting them."
2004,205,Ichimoudajin Keikaku! Jonathan Jishin no Hisaku,3 Oct. 2004,7.3,(363),"The gold team opens the vault just to discover it's empty. The Waver team recovers the vehicle and meets Chopper at the dock. Luffy and Nami go to Jonathan's office to recover the gold, and the crew meets again in the ship."
2004,206,Saraba Kaigun Yousai! Dasshutsu e no Saigo no Koubou,10 Oct. 2004,7.5,(379),The teeth of Navarone close upon the Going Merry and the Straw Hat Crew thinks a plan to escape. Inspector Shepherd tries to attack the pirates on his own but he only causes more trouble.
2004,207,Long Ring Long Land no Dai Bouken!,31 Oct. 2004,7.3,(420),The crew is sailing the skies of Grand Line when the fire Dial runs out of gas. They arrive to a strange island where everything is longer than usual. Luffy meets an old man who lived 10 years wearing stilts.
2004,208,Foxy Kaizoku Dan to Davy Back!,7 Nov. 2004,7.2,(406),Tonjit and Shelly meet again and go riding along the fields when pirate Foxy appears and shoots a net to them. He defies Luffy to accept the Davy Back competition and the game begins.
2004,209,Dai Ikkaisen! Gururi Isshuu Doughnut Race,14 Nov. 2004,7.3,(407),The Donut Race begins where the pirates must form teams and navigate along the Long Ring Long Land shore. Evil captain Foxy prepares a trap for the Straw Hat Crew when they get to a whirlpool.
2004,210,Gingitsune no Foxy! Mouretsu Bougai Kousei,21 Nov. 2004,7.2,(412),"Foxy's pirates win the Donut Race and take Chopper, who now can not participate in the second round. Sanji and Zoro must fight together against the powerful monkey brothers and a giant Fishman."
2004,211,Dai 2 Kaisen! Buchi Kome Groggy Ring,28 Nov. 2004,7.4,(418),The Groggy Ring game starts and Sanji and Zoro can't get on so well. Groggy Monster's Team takes advantage of the situation and beat the Straw Hat Pirates.
2004,212,Red Card Renpatsu! Groggy Ring,5 Dec. 2004,7.6,(406),"The invincible Groggy Monsters are defeated by Sanji and Zoro and time has come for Luffy to choose a new nakama. Against his friend's advices, he chooses Tonjit's horse Shelly."
2004,213,Dai Sankaisen! Guru Guru Roller Race!,12 Dec. 2004,7.1,(386),"The third game, Roller Race, begins and Luffy must learn how to roller skate before the Foxy team wins three rounds. Nami does her best but they are hypnotized by Porche."
2004,214,Hakunetsu Bakusou Race! Saishuu Round Totsunyuu!,19 Dec. 2004,7.4,(381),The Straw Hat team has balanced the competition but the final round is still to be won. Nami and Usopp develop a plan to stop Foxy but they are caught by his beam. Robin must help Luffy to win.
2005,16,Kaya o mamore! Usoppu kaizokudan daikatsuyaku!,1 Mar. 2000,7.6,(852),"As the fight between Luffy and Kuro is close to an end, the Usopp Pirates do their best to avoid Jango."
2005,17,Ikari bakuhatsu! Kuro vs Rufi kecchaku no yukue!,8 Mar. 2000,8.0,(915),Kuro's ultimate attack destroys everything in the area and Luffy becomes enraged by his lack of regard for his crew.
2005,18,Anta ga chunjuu! Gaimon to kimyou na nakama,15 Mar. 2000,6.9,(858),"With Usopp now in the crew and a new ship, the Going Merry, the Straw Hats head to an island said to hold a fabled treasure, only to encounter a strange man stuck in a treasure box."
2005,19,Santouryuu no kako! Zoro to Kuina no chikai!,22 Mar. 2000,8.9,"(2,090)","While Usopp and Luffy fool around with the ship's cannon one day, Zoro dreams about his childhood and the promise he made to Kuina."
2005,20,Meibutsu kokku! Kaijou resutoran no Sanji,12 Apr. 2000,7.6,(839),"The crew meets Johnny and Yosaku, Zoro's former companions, and they set sail for the Baratie restaurant in search of a cook."
2005,21,Manukarezaru kyaku! Sanji no meshi to Gin on,12 Apr. 2000,7.5,(805),"Zoro, Nami, and Usopp went into the restaurant to see what's taking Luffy so long. Only to find an aftermath of a brutal fight. Sanji, who gave Iron Fist a real good kick. Is holding him with his grasp. And tells him that money won't repay the hard work he's put himself through in making that soup. Patty, a buff cook came out from the men's room saw what Sanji is doing and tries to stop him. Then Zeff and Luffy came falling through the ceiling and landed on the floor. Zeff sorted this out, as Sanji's had a long history in fighting with costumers who criticize his ..."
